"id","group","geonameid","name","asciiname","alternatenames","feature_class","feature_code","longitude","latitude"
1039,7,2037356,"fushengzhuanG","Fushengzhuang","","P","PPL",112.426995029406,40.9126822329849
104,5,1798397,"qagantaL","Qagan Tal","","P","PPL",109.073957857701,38.7104478364602
1040,6,2037376,"fujiawaN","Fujiawan","Fu-chia-wan,Fujiawan","P","PPL",106.679322918288,39.9536718951297
1041,7,2037390,"fengzhenshI","Fengzhen Shi","Feng-chen Hsien,Fengzhen,Fengzhen Shi,Fengzhen Xian,feng zhen,feng zhen shi,丰镇,丰镇市","A","ADM3",113.168672227275,40.4547932995744
1042,7,2037391,"beichengqU","Beichengqu","Beichengqu,Beichengqu Jiedao,Feng-chen,Feng-chen-hsien,Fengzhen,Fengzhen Shi,bei cheng qu,bei cheng qu jie dao,feng zhen,feng zhen shi,li zhen shi,丰镇,丰镇市,北城区,北城区街道,豊鎮市","P","PPLA3",113.131105734793,40.3868398159164
1043,5,2037435,"ewenkizuzizhiqI","Ewenkizu Zizhiqi","Bayan Tohoi,Evenki Autonomous Banner,Ewenkezu,Ewenkezu Zizhiqi,Ewenki,Ewenkizu Zizhiqi,O-wen-k'o Nationality Autonomous Ch'i,O-wen-k'o Tzu-chih-ch'i,O-wen-k'o-tsu Tzu-chih-ch'i,O-wen-k’o Nationality Autonomous Ch’i,O-wen-k’o Tzu-chih-ch’i,O-wen-k’o-tsu Tzu-chih-ch’i,So-lun Ch'i,So-lun Ch’i,e wen ke zu,e wen ke zu zi zhi qi,鄂温克族,鄂温克族自治旗","A","ADM3",119.840256373326,48.9160690353501
1046,5,2037441,"ertaizI","Ertaizi","Ertaizi","P","PPL",113.728078100788,40.7717493376107
1048,1,2037477,"ergunshI","Ergun Shi","E'erguna Shi,E'erkena Shi,Ergun,Ergun Shi,Ergun Youqi,E’erguna Shi,E’erkena Shi,O-erh-ku-na Ch'i,O-erh-ku-na Ch’i,O-erh-ku-na-yu Ch'i,O-erh-ku-na-yu Ch’i,e er gu na,e er gu na shi,e er gu na you qi,额尔古纳,额尔古纳右旗,额尔古纳市","A","ADM3",120.742770634048,51.6284002386019
105,5,1798398,"qaganobO","Qagan Obo","Ch'a-han-ao-pao,Ch’a-han-ao-pao,Qagan Obo","P","PPL",104.563354740958,39.8833460069745
1050,5,2037480,"ergouwaN","Ergouwan","Ergouwan,Yigouwan","P","PPL",109.640317728873,40.4078553902556
1051,1,2037481,"erfenzI","Erfenzi","Erfenzi,Erfenzi Xiang,Erh-fen-tzu,er fen zi,er fen zi xiang,二份子,二份子乡","P","PPLA4",110.703758829974,41.3075700521717
1052,4,2037482,"erenteG","Eren Teg","Ai-le-t'e-ko,Ai-le-t’e-ko,Eren Teg","P","PPL",104.973046012374,41.3499213176751
1053,4,2037483,"erennuR","Eren Nur","","P","PPL",111.490998076268,43.2768097975666
1054,4,2037484,"erenhotshI","Erenhot Shi","Erenhot,Erenhot Shi,Erh-lien-hao-t'e Shih,Erh-lien-hao-t’e Shih,Erlianhaote,Erlianhaote Shi,er lian hao te,er lian hao te shi,二连浩特,二连浩特市","A","ADM3",111.954944722798,43.6152538263235
1055,4,2037485,"erenhoT","Erenhot","ERL,Ereen,Erenhot,Erh-lien,Erh-lien-hao-t'e,Erh-lien-hao-t'e-shih,Erh-lien-hao-t’e,Erh-lien-hao-t’e-shih,Erlianhaote Shi,Erlin,Erlyan',Erlyan’,I-lin-ta-pu-su,I-lin-tu-pa-su,Iren,Iren Dabasu,P'ang-pei,P’ang-pei,Wulan,Wulan Jiedao,Yeh-lieh-ta-pa-sha,Yu-lin-ta-pa-su,er lian hao te,er lian hao te shi,wu lan,wu lan jie dao,乌兰,乌兰街道,二连浩特,二连浩特市","P","PPLA3",111.950515225337,43.5916146861247
1056,4,2037486,"erengobI","Eren Gobi","Eren Gaobi,Eren Gaobi Sumu,Eren Gobi,e ren gao bi,e ren gao bi su mu,额仁高毕,额仁高毕苏木","P","PPLA4",118.269700973754,46.1365738479595
1057,4,2037487,"erengobI","Eren Gobi","Eren Gobi,O-jen-ko-pi-mu-ch'ang,O-jen-ko-pi-mu-ch’ang","P","PPL",117.904393128246,45.1529121741194
1058,5,2037488,"erdenbulagsuM","Erden Bulag Sum","Erden Bulag,Erden Bulag Sum,Kung-chi-ssu-ling","P","PPL",108.889223705665,40.7944541812969
1059,1,2037507,"erdaogoU","Erdaogou","Erdaogou,Erh-tao-kou","P","PPL",113.822397131868,41.8089081798807
106,5,1798399,"qagannuR","Qagan Nur","Ch'a-kan-no-erh,Ch’a-kan-no-erh,Qagan Nur","P","PPL",108.043124356007,39.1856342554031
1061,7,2037516,"enghhaD","Engh Had","","P","PPL",121.325302016645,53.274344630727
1063,5,2037518,"enggeruS","Engger Us","En-ko-jih-wu-su,Engger Us","P","PPL",103.812307949532,41.1146358271123
1066,2,2037525,"ejinqI","Ejin Qi","Eji'na,Eji'na Qi,Ejin,Ejin Qi,Eji’na,Eji’na Qi,O-chi-na Ch'i,O-chi-na Ch’i,e ji na,e ji na qi,额济纳,额济纳旗","A","ADM3",100.463015833538,41.6740376398297
1067,9,2037526,"dutnuR","Dut Nur","","P","PPL",117.987050981703,45.6529211985792
1068,2,2037529,"duolunxiaN","Duolun Xian","Dolonnur Xian,Duolun,Duolun Xian,To-lun Hsien,duo lun,duo lun xian,多伦,多伦县","A","ADM3",116.51971309577,42.1638312928329
107,5,1798400,"qaganbulaG","Qagan Bulag","Ch'a-han-eh'ih,Ch’a-han-eh’ih,Qagan Bulag","P","PPL",104.64827618963,38.3012315280942
1070,10,2037531,"duobukurhE","Duobukur He","Dobukuerkhe,Duobukur He,K'u-erh Ho,K’u-erh Ho,To-pu-k'u-erh Ho,To-pu-k'u-lo Ho,To-pu-k’u-erh Ho,To-pu-k’u-lo Ho","H","STM",125.164477092116,49.8959316339204
1071,10,2037532,"duobukuR","Duobukur","Dobukur,Duobukur,Tu-pu-k'u-erh,Tu-pu-k’u-erh,Добукур","P","PPL",124.76375438668,50.3287373717139
1072,2,2037535,"dundhoT","Dund Hot","Cheng-huang-ch'i,Cheng-huang-ch’i,Cheng-lan-ch'i,Cheng-lan-ch’i,Chzhenkhuantsi,Dund Hot,Dundahaote Zhen,Huang-ch'i-ta-ying-tzu,Huang-ch’i-ta-ying-tzu,Shangdu Zhen,Tun-ta-hao-t'e,Tun-ta-hao-t’e,Xulun Hoh,Zhenglan Qi,dui da hao te,dui da hao te zhen,shang dou zhen,zheng lan qi,上都镇,敦达浩特,敦达浩特镇,正蓝旗","P","PPL",115.987774479399,42.20791669411
1074,3,2037548,"duguitaL","Dugui Tal","Dugui Tal,Tu-kuei-t'e-la,Tu-kuei-t’e-la","P","PPL",108.691821283436,40.4990026294649
1077,1,2037572,"dongxirE","Dong Xire","","P","PPL",119.806687750689,43.356217501078
1078,1,2037579,"dongxinG","Dongxing","","P","PPL",110.144565921231,40.4925318944857
1079,2,2037587,"dongujimqinqI","Dong Ujimqin Qi","Dong Ujimqin,Dong Ujimqin Qi,Dongwuzhumuqin,Dongwuzhumuqin Qi,East Ujumuchin Banner,East Unumuchin Banner,Tung-wu-chu-mu-ch'in Ch'i,Tung-wu-chu-mu-ch’in Ch’i,dong wu zhu mu qin,dong wu zhu mu qin qi,东乌珠穆沁,东乌珠穆沁旗","A","ADM3",117.83679554106,45.7510863953999
108,5,1798401,"qaganbulaG","Qagan Bulag","Ch'a-han Ch'ih,Ch’a-han Ch’ih,Qagan Bulag","H","LK",104.64824314971,38.3345371551204
1080,1,2037613,"dongminG","Dongming","Dongming,Tung-ming","P","PPL",121.173468120917,43.2748642355079
1081,5,2037625,"donglaI","Donglai","","P","PPL",121.573370538887,43.3587299439379
1082,6,2037631,"dongjiayinG","Dongjiaying","","P","PPL",111.539241274405,40.2968505594613
1083,5,2037640,"donghezI","Donghezi","","P","PPL",112.110145291457,41.1120760047075
1084,5,2037641,"donghE","Dong He","Dong He,Na-lin Ho,Nariin Gol,Narin Gol,Narin He,O-chi-na Ho,Tung Ho","H","STM",101.207748892032,42.1832710328364
1086,7,2037657,"dongfenG","Dongfeng","","P","PPL",121.52302699971,43.6252461955779
1087,5,2037665,"dongbordabS","Dong Bor Dabs","","P","PPL",113.675196893259,42.264041535085
1088,5,2037671,"dongbahaO","Dongbahao","","P","PPL",111.676697425249,41.2779570776037
1090,5,2037675,"diyantU","Diyantu","Diyantu,Ti-yen-t'u,Ti-yen-t’u","P","PPL",120.040153231039,43.2565864254984
1093,1,2037699,"dersteI","Derstei","Derstei,T'e-lo-hsi-t'an,T’e-lo-hsi-t’an","P","PPL",101.230580042628,40.5102632918846
1095,3,2037701,"derburhE","Derbur He","Chi-erh-pu-lo Ho,Chieh-erh-pu-erh-lo Ho,Derbul,Derbur He,Deruburu Ho,Derubūru Ho,Te-erh-pu-erh Ho","H","STM",119.330206893837,50.2878222310328
1097,7,2037706,"denglonghE","Denglonghe","","P","PPL",117.957632356084,42.6537607797276
1098,2,2037707,"dengkouxiaN","Dengkou Xian","Dengkou,Dengkou Xian,Teng-k'ou Hsien,Teng-k’ou Hsien,deng kou,deng kou xian,磴口,磴口县","A","ADM3",106.717622911671,40.3886939031078
1099,6,2037710,"deliqieR","Deliqi'er","Deliqi'er,Deliqi'er Ewenkeminzu Xiang,Deliqi’er,Deliqi’er Ewenkeminzu Xiang,de li qi er,de li qi er e wen ke min zu xiang,得力其尔,得力其尔鄂温克民族乡","P","PPLA4",123.684021115287,48.5960914610039
11,2,1529596,"beishaN","Beishan","Beishan,Pei-shan","P","PPL",98.6148770321343,40.6719227784876
1100,2,2037725,"dayushU","Dayushu","Dayushu,Ta-yu-shu,Ta-yü-shu","P","PPL",121.07314636499,43.5246429671553
1101,5,2037728,"dayuangoU","Dayuangou","Dayuangou,Ta-yuan-kou,Ta-yüan-kou","P","PPL",113.810662572271,40.4484332613702
1102,6,2037731,"dayingzI","Dayingzi","Dayingzi,Ta-ying-tzu","P","PPL",117.973097153052,43.6034529853344
1103,6,2037732,"dayingzI","Dayingzi","Dayingzi,Ta-ying-tzu","P","PPL",118.458720827961,41.754852107438
1104,6,2037733,"dayingzI","Dayingzi","","P","PPL",114.115108149782,41.6005695224681
1105,5,2037741,"dayangshU","Dayangshu","Dajanshu,Dayangshu,Dayangshu Zhen,Gan'kuy,Gan’kuy,Kan-ho,Kan-k'uei,Kan-k’uei,Ta-yang-shu,Tayanshu,da yang shu,da yang shu zhen,Даяншу,大杨树,大杨树镇","P","PPLA4",124.531348484385,49.7117554529744
1106,5,2037742,"dayangqI","Dayangqi","Dayangqi,Dayangqi Zhen,Ta-yang-ch'i,Ta-yang-ch’i,da yang qi,da yang qi zhen,大扬气,大扬气镇","P","PPLA4",124.046002018635,50.9611214619836
1108,6,2037764,"wumianjinG","Wumianjing","","P","PPL",115.085274441812,41.8230860246075
111,5,1798575,"burjanghaizI","Burjang Haizi","Burjang Haizi,Pojianghaizi","P","PPL",109.319681517295,39.7904567396027
1110,7,2037789,"datuchenG","Datucheng","","P","PPL",112.876768302418,41.0466613881539
1111,7,2037792,"datongyaO","Datongyao","","P","PPL",113.788215183581,40.6471862141078
1113,2,2037812,"dashuwaN","Dashuwan","Dashuwan,Ta-shu-wan","P","PPL",109.938569875755,40.429446772011
1114,5,2037817,"dashuinuR","Dashui Nur","Dashui Nur,Ta-shui-no-erh","P","PPL",116.69792216201,42.7101864718107
1115,5,2037818,"dashuiboluO","Dashuiboluo","Dashuiboluo,Ta-shui-po-lo","P","PPL",117.739263386448,44.002979654614
1116,2,2037819,"dashizhaI","Dashizhai","Dashizhai,Ta-shih-chai","P","PPL",121.369659439758,46.141068544486
1117,2,2037825,"dashimeN","Dashimen","Dashimen,Ta-shih-men","P","PPL",117.92434573954,42.6203939526411
1118,18,2037828,"daxataR","Da Xatar","An'bey,An-pei,An-pei-hsien,An-pei-she-chih-chu,An-pei-she-chih-chü,Anpeh,An’bey,Da Xatar,Danaytay,Dashetai,Ta-she-t'ai,Ta-she-t’ai,Ta-yu-t'ai,Ta-yü-t’ai","P","PPL",109.114543788591,40.9511392860731
1119,5,2037839,"olanhudaginsuM","Olan Hudagin Sum","Darhan Ul,Olan Hudagin Sum","P","PPL",112.958771469886,43.9475572130354
112,2,1798949,"pendiqinG","Pendiqing","Pendiqing,Pendiqing Xiang,pen de qing,pen de qing xiang,盆地青,盆地青乡","P","PPLA4",111.982068285823,39.8877588072018
1120,1,2037840,"darhanmumingganlianheqI","Darhan Muminggan Lianheqi","Da'erhan Maoming'an Lianheqi,Darhan,Darhan Mu-ming United Banner,Darhan Muminggan Lianheqi,Darhan Qi,Darhan-Mow Mingan United Banner,Darkhan Mowmingan Union Banner,Da’erhan Maoming’an Lianheqi,Ta-erh-han-mao-ming-an-lien-ho Ch'i,Ta-erh-han-mao-ming-an-lien-ho Ch’i,Taerhhanmaomingan Union Banner,da er han mao ming an lian he qi,da er han qi,da mao,达尔罕旗,达尔罕茂明安联合旗,达茂","A","ADM3",110.376029465527,41.6569448812386
1122,1,2037844,"daqintaL","Daqin Tal","Daqin Tal,Daqin Tala Zhen,Nai-man-ch'i,Nai-man-ch’i,Nai-man-wang-fu,Naiman Qi,Ta-ch'in-t'a-la,Ta-ch’in-t’a-la,Tah-sing-tala,Tai-ch'in-t'a-la,Tai-ch’in-t’a-la,da qin ta la,da qin ta la zhen,nai man qi,大沁他拉,大沁他拉镇,奈曼旗","P","PPLA3",120.648666369603,42.844785428578
1123,7,2037850,"daqingshaN","Daqing Shan","Daqing Shan,Datsinshan' Range,Datsinshan’ Range,Ta Tsing Shan,Ta-ch'ing Shan,Ta-ch’ing Shan","T","MTS",110.977215611517,40.9436583322209
1124,7,2037853,"daqingshaN","Daqing Shan","","T","MT",110.733189437667,40.6234267687201
1125,5,2037866,"dapaozI","Dapaozi","","P","PPL",122.037424205068,45.358839727483
1126,4,2037875,"daodemiaO","Daodemiao","","P","PPL",120.372947539027,43.6736001372403
1127,2,2037880,"danianzI","Danianzi","Danianzi,Ta-nien-tzu","P","PPL",118.074545852567,42.4540090151655
1128,5,2037882,"dangpudI","Dangpudi","","P","PPL",118.841391832054,42.2885277819297
113,6,1799151,"otogqianqI","Otog Qianqi","Etuoke,Etuoke Qianqi,O-t'o-k'o Ch'ien-ch'i,O-t’o-k’o Ch’ien-ch’i,Otog,Otog Qianqi,e tuo ke,e tuo ke qian qi,鄂托克,鄂托克前旗","A","ADM3",107.660160652559,38.1939094814622
1132,5,2037909,"daliuhaO","Daliuhao","Daliuhao,Ta-liu-hao,Ta-lu-hao,da liu hao,大六号","P","PPLA4",113.267141827329,41.1731576085614
1134,2,2037922,"dalanturU","Dalan Turu","","P","PPL",105.178928249565,40.7339387277986
1135,7,2037923,"dalangshaN","Dalang Shan","","T","MT",107.510940411329,41.3043568379411
1136,4,2037924,"dalamamiaO","Dalamamiao","Dalamamiao,Ta-la-ma-miao","P","PPL",112.259354123933,41.7620083826196
1137,5,2037926,"dalainuR","Dalai Nur","Dalai Nor,Dalai Nur,Dalay Nuur,Lake Dalay Nur,Lake Taal,Ta Hai,Ta-erh Hu,Ta-erh Po,Ta-lai-no-erh,Ta-li Hu,Ta-li Po,Ta-li-no-erh,Tai Hai,Tarinor,Tariso Nuur","H","LK",116.59030934101,43.2514976606748
1138,5,2037927,"dalainhoB","Dalain Hob","Buhelanda,Dalai Hob,Dalai Hob Zhen,Dalaihubu,Dalaihubu Zhen,Dalain Hob,Dalankebu,Eji'na Qi,Ejin Qi,Eji’na Qi,O-chi-na-ch'i,O-chi-na-ch’i,Pu-ho-lan-ta,Pu-k'o-lan-ta,Pu-k’o-lan-ta,Ta-lan-k'o-pu,Ta-lan-k'u-pu,Ta-lan-k’o-pu,Ta-lan-k’u-pu,da lai hu bu,da lai hu bu zhen,e ji na qi,达来呼布,达来呼布镇,额济纳旗","P","PPLA3",101.043128107976,41.8911557527915
1139,5,2037928,"dalaigoU","Dalaigou","Dalaigou,Dalajgou,Ta-lai-kou,da lai gou,Далайгоу,达赖沟","P","PPL",121.283766811007,51.1956610903682
114,9,1799152,"otogqI","Otog Qi","Etuoke,Etuoke Qi,Khotok Banner,O-t'o-k'o Ch'i,O-t’o-k’o Ch’i,Ot'ok'e Banner,Otog,Otog Qi,Ot’ok’e Banner,e tuo ke,e tuo ke qi,鄂托克,鄂托克旗","A","ADM3",107.735370962557,39.2113377145307
1141,5,2037932,"daladqI","Dalad Qi","Dalad,Dalad Banner,Dalad Qi,Dalat Banner,Dalate Qi,Ta-la-t'e Ch'i,Ta-la-t’e Ch’i,da la te,da la te qi,达拉特,达拉特旗","A","ADM3",109.942664105102,40.300114934657
1142,9,2037933,"dalabiN","Dalabin","Dalabin,Dalabin',Далабинь","P","PPL",124.744283130761,49.6209333687127
1143,14,2037934,"dakulüE","Dakulue","","P","PPL",113.759280162183,41.1671644840867
1144,1,2037941,"daiqintaL","Daiqin Tal","Daiqin Tal,Stavka Knyazya Tushetu Van,T'u-shih-yeh-t'u-wang-fu,Tai kin tala,Tai-ch'in-t'a-la,Tai-ch’in-t’a-la,Tushet-Van,T’u-shih-yeh-t’u-wang-fu","P","PPL",121.487676100791,45.1581123209287
1145,3,2037943,"daihaI","Dai Hai","Dai Hai,Lake Dakhay,Ozero Taykhi-nor,Ta Hai Nuur,Ta-yeh Hai-tzu,Tai Hai,Tai-hai-t'an,Tai-hai-t’an,Taiha Nor","H","LK",112.657155541756,40.5002004631196
1147,6,2037948,"dahuofanG","Dahuofang","Dahuofang,Hua Huxu,Ta-huo-fang","P","PPL",121.989128052357,44.0757667190801
1148,5,2037957,"dahuabeI","Dahuabei","Dahuabei,Dahuabei Shan,Ta-hua-pei Shan","T","MT",109.382894615655,40.6392518200098
1149,7,2037960,"dahongchenG","Dahongcheng","Dahongcheng,Ta-hung-ch'eng,Ta-hung-ch’eng","P","PPL",111.735515341659,40.1219925331225
115,7,1799153,"ordosgaoyuaN","Ordos Gaoyuan","","T","PLAT",108.979842492179,38.9415298653884
1150,1,2037962,"dahingganlinG","Da Hinggan Ling","Bol'shoy Khingan,Bol’shoy Khingan,Da Hinggan Ling,Great Hsingan,Great Khingan Mountains,Great Khinogan Mountains,Greater Khingan Range,Hingan Shan,Hingan Tung,Ta-hsing-an Ling,Ta-hsing-an Ling-mo,Ta-hsing-an-ling Shan-mo,Taktingan Mountains","T","MTS",121.965610637314,48.9582520510215
1151,6,2037964,"dahekoU","Dahekou","Dahekou,Ta-he-kou,Ta-ho-k'ou,Ta-ho-k’ou","P","PPL",116.707528863589,42.1309878854399
1152,6,2037971,"daheihE","Dahei He","Dahei He,Dakheykhe,Hei Ho,Hsiao-hei Ho,Hsiaokhcho,Kheykhe,Min-chu Ch'u,Min-chu Ch’ü,Ta-hei Ho,Tahi Ho","H","STM",111.139172844823,40.1729420537984
1153,2,2037989,"daguangdingzishaN","Daguangdingzi Shan","","T","MT",121.66634586766,48.4578601489416
1154,7,2038012,"dachengzI","Dachengzi","Dachengzi,Ta-ch'eng-tzu,Ta-ch’eng-tzu","P","PPL",118.875498161689,41.6555009481621
1155,5,2038022,"dabeigoU","Dabeigou","Dabeigou,Ta-pei-kou","P","PPL",116.063377411535,41.9384233162955
1158,7,2038045,"cuifenG","Cuifeng","","P","PPL",124.229995361343,50.5613545321627
1159,2,2038051,"chutoulanG","Chutoulang","","P","PPL",118.591421098213,42.2715091751173
116,4,1799154,"ordonnuR","Ordon Nur","Ordon Nur,Wu-jih-te-no-erh","P","PPL",108.346794595391,38.8072318975897
1160,7,2038066,"chifengshI","Chifeng Shi","Ch'ih-feng Shih,Chifeng,Chifeng Shi,Ch’ih-feng Shih,Ulanhad Shi,chi feng,chi feng shi,chifeng shi,赤峰,赤峰市","A","ADM2",119.088820619773,43.5668974462266
1161,7,2038067,"chifenG","Chifeng","CIF,Cch'-feng,Ch'ih-feng,Ch'ih-feng-chou,Ch'ih-feng-hsien,Ch'ih-feng-shih,Chhak-fung-su,Chhak-fûng-sṳ,Chhek-hong-chhi,Chhek-hong-chhī,Chiah-hung,Chifehn,Chifeng,Chifeng Shi,Chiáh-hŭng,Ch’ih-feng,Ch’ih-feng-chou,Ch’ih-feng-hsien,Ch’ih-feng-shih,Ha-ta,Hongshan Qu,Tschifoeng,Tschiföng,Ulaan Hada,Ulaankhad,Ulanhad,Wu-lan-ha-ta,Xich Phong,Xích Phong,cheupeong si,chi feng,chi feng shi,chyfng,chyfyng,hong shan qu,Čch’-feng,Улаанхад,Чифенг,Чифэн,چیفنگ,چیفینگ,红山区,赤峰,赤峰市,츠펑 시","P","PPLA2",118.938409291796,42.2236941739265
1162,6,2038077,"chenjiacuN","Chenjiacun","Ch'en-chia-ts'un,Chenjiacun,Ch’en-chia-ts’un","P","PPL",113.316760377575,41.9327770713262
1163,6,2038082,"chengjiayinG","Chengjiaying","","P","PPL",112.055225811811,40.5750310888999
1164,5,2038088,"chenbaragqI","Chen Barag Qi","Barga,Ch'en-pa-erh-hu Ch'i,Chen Ba'erhu Qi,Chen Barag,Chen Barag Qi,Chen Ba’erhu Qi,Chenba'erhu Qi,Chenba’erhu Qi,Ch’en-pa-erh-hu Ch’i,Old Barga Banner,chen ba er hu,chen ba er hu qi,陈巴尔虎,陈巴尔虎旗","A","ADM3",119.389673122515,49.293296044513
1165,3,2038097,"charbaqI","Charbaqi","Ch'a-erh-pa-ch'i,Charbaci,Charbaqi,Ch’a-erh-pa-ch’i,Чарбаци","P","PPL",123.066298307219,48.5431366202182
1166,1,2038098,"chaozhonG","Chaozhong","Ch'ao-chung,Chaozhong,Ch’ao-chung,chao zhong,潮中","P","PPL",121.332899573535,50.8709674536503
1167,7,2038105,"chaoyanG","Chaoyang","Ch'ao-yang-tien,Ch'ao-yang-ts'un,Chaoyang,Ch’ao-yang-tien,Ch’ao-yang-ts’un,chao yang,朝阳","P","PPL",124.268143275434,50.0008882210969
1168,7,2038107,"chaoyanG","Chaoyang","Chaoyang,Shi'erzhan,Shi’erzhan","P","PPL",125.795919456129,51.1634646645857
1169,7,2038119,"chaoyanG","Chaoyang","","P","PPL",114.032406546361,41.7775811220098
1171,2,2038126,"chaohanshaN","Chaohan Shan","","T","MT",122.765353431821,49.1593579781788
1172,5,2038164,"qaganyinG","Qagan Ying","Changhanying,Qagan Ying,Qagan Ying Xiang","P","PPL",112.605504877883,40.2544192444268
1174,6,2038221,"cangtouhE","Cangtou He","Cangtou He,T'u-mao Ho,Ts'ang-t'ou Ho,Ts’ang-t’ou Ho,T’u-mao Ho","H","STM",112.215006106166,40.2543477570189
1176,3,2038239,"burgastaI","Burgastai","Baorige Sitai,Baorige Sitai Sumu,Burgastai,bao ri ge si tai,bao ri ge si tai su mu,宝日格斯台,宝日格斯台苏木","P","PPLA4",118.944726173543,45.07918893736
1177,3,2038240,"burdsuM","Burd Sum","Burd,Burd Sum,Pu-erh-t'o,Pu-erh-t’o","P","PPL",114.791134206331,42.5137345154014
118,1,1799157,"obonxiL","Obon Xil","","P","PPL",110.278594789706,39.8431174043261
1180,4,2038243,"bombatmiaO","Bombat Miao","Bombat Miao,Bumbat,Bumbat Sum,Pen-pa-miao","P","PPL",105.957346003039,40.9462983877513
